DateTime,Temperature,Dew Point,Relative Humidity
11/5/2023 7:45,64.4,26.47,23.78
11/5/2023 8:30,66.2,26.49,22.34
11/5/2023 9:15,73.4,26.62,17.48
11/5/2023 10:00,75.2,26.65,16.46
11/5/2023 10:50,78.8,24.94,13.56
11/5/2023 11:35,82.4,25.02,12.06
11/5/2023 12:20,84.2,25.07,11.38
11/5/2023 13:05,87.8,23.4,9.41
11/5/2023 13:51,89.06,22.35,8.64
11/5/2023 14:40,91.4,21.72,7.79
11/5/2023 15:25,91.4,21.72,7.79
11/5/2023 16:10,91.4,19.94,7.21
11/5/2023 16:55,91.4,19.94,7.21
11/5/2023 17:45,89.6,21.67,8.24
11/5/2023 18:30,84.2,25.07,11.38
11/5/2023 19:15,82.4,25.02,12.06
11/5/2023 20:00,84.2,26.83,12.26
11/5/2023 20:50,77,28.47,16.7
11/5/2023 21:35,78.8,26.71,14.61
11/5/2023 22:20,73.4,31.98,21.79
11/5/2023 23:05,71.6,35.55,26.74
11/5/2023 23:51,73.04,31.98,22.06
11/6/2023 0:40,69.8,31.93,24.61
11/6/2023 1:25,68,33.71,28.14
11/6/2023 2:10,66.2,31.87,27.85
11/6/2023 2:55,66.2,30.09,25.89
11/6/2023 3:45,66.2,30.09,25.89
11/6/2023 4:30,64.4,30.06,27.56
11/6/2023 5:15,64.4,30.06,27.56
11/6/2023 6:00,64.4,31.87,29.65
11/6/2023 6:50,64.4,31.87,29.65
11/6/2023 7:35,66.2,31.87,27.85
11/6/2023 8:20,68,33.71,28.14
11/6/2023 9:05,73.4,33.78,23.43
11/6/2023 9:51,77,33.12,20.19
11/6/2023 10:40,80.6,33.91,18.47
11/6/2023 11:25,84.2,33.98,16.44
11/6/2023 12:10,87.8,32.29,13.64
11/6/2023 12:55,89.6,30.56,11.98
11/6/2023 13:45,89.6,30.56,11.98
11/6/2023 14:30,91.4,30.6,11.32
11/6/2023 15:15,91.4,32.38,12.18
11/6/2023 16:00,91.4,30.6,11.32
11/6/2023 16:50,89.6,30.56,11.98
11/6/2023 17:35,89.6,30.56,11.98
11/6/2023 18:20,87.8,34.07,14.66
11/6/2023 19:05,87.8,34.07,14.66
11/6/2023 19:51,78.98,34.05,19.61
11/6/2023 20:40,78.8,35.65,21.04
11/6/2023 21:25,77,37.42,23.97
11/6/2023 22:10,73.4,35.56,25.17
11/6/2023 22:55,71.6,37.35,28.72
11/6/2023 23:45,73.4,35.56,25.17
11/7/2023 0:30,71.6,37.35,28.72
11/7/2023 1:15,69.8,37.33,30.53
11/7/2023 2:00,66.2,37.29,34.54
11/7/2023 2:50,66.2,35.49,32.17
11/7/2023 3:35,66.2,33.67,29.94
11/7/2023 4:20,64.4,33.67,31.88
11/7/2023 5:05,64.4,33.67,31.88
11/7/2023 5:51,62.96,33.84,33.77
11/7/2023 6:40,62.6,35.46,36.47
11/7/2023 7:25,64.4,35.47,34.25
11/7/2023 8:10,66.2,35.49,32.17
11/7/2023 8:55,71.6,35.55,26.74
11/7/2023 9:45,75.2,35.6,23.7
11/7/2023 10:30,78.8,37.44,22.59
11/7/2023 11:15,82.4,37.53,20.1
11/7/2023 12:00,87.8,39.43,18.15
11/7/2023 12:50,86,37.6,17.91
11/7/2023 13:30,87.8,37.63,16.91
11/7/2023 14:15,87.8,35.85,15.75
11/7/2023 15:00,89.6,35.89,14.88
11/7/2023 15:50,89.6,37.69,15.98
11/7/2023 16:35,87.8,37.63,16.91
11/7/2023 17:20,87.8,34.07,14.66
11/7/2023 18:05,84.2,33.98,16.44
11/7/2023 18:51,80.96,34.09,18.38
11/7/2023 19:40,80.6,28.54,14.84
11/7/2023 20:25,78.8,28.51,15.74
11/7/2023 21:10,78.8,30.29,16.94
11/7/2023 21:55,78.8,30.29,16.94
11/7/2023 22:45,77,30.25,17.97
11/7/2023 23:30,75.2,32,20.52
11/8/2023 0:15,73.4,31.98,21.79
11/8/2023 1:00,71.6,33.75,24.89
11/8/2023 1:50,71.6,33.75,24.89
11/8/2023 2:35,71.6,33.75,24.89
11/8/2023 3:20,69.8,33.73,26.46
11/8/2023 4:05,66.2,35.49,32.17
11/8/2023 4:51,66.92,34.95,30.71
11/8/2023 5:40,64.4,35.47,34.25
11/8/2023 6:25,62.6,35.46,36.47
11/8/2023 7:10,64.4,30.06,27.56
11/8/2023 7:55,64.4,31.87,29.65
11/8/2023 8:45,66.2,33.67,29.94
11/8/2023 9:30,66.2,33.67,29.94
11/8/2023 10:15,69.8,33.73,26.46
11/8/2023 11:00,71.6,31.96,23.16
11/8/2023 11:50,75.2,33.8,22.06
11/8/2023 12:35,75.2,33.8,22.06
11/8/2023 13:20,78.8,32.07,18.22
11/8/2023 14:05,78.8,28.51,15.74
11/8/2023 14:51,78.08,28.13,15.88
11/8/2023 15:40,78.8,28.51,15.74
11/8/2023 16:25,78.8,26.71,14.61
11/8/2023 17:10,75.2,28.42,17.72
11/8/2023 17:55,75.2,26.65,16.46
11/8/2023 18:45,75.2,28.42,17.72
11/8/2023 19:30,71.6,28.36,20
11/8/2023 20:15,69.8,28.35,21.26
11/8/2023 21:00,69.8,28.35,21.26
11/8/2023 21:50,66.2,28.29,24.06
11/8/2023 22:35,66.2,28.29,24.06
11/8/2023 23:20,66.2,28.29,24.06
11/9/2023 0:05,66.2,30.09,25.89
11/9/2023 0:51,64.04,29.89,27.71
11/9/2023 1:40,62.6,28.26,27.28
11/9/2023 2:25,60.8,28.24,29.06
11/9/2023 3:10,60.8,26.44,26.99
11/9/2023 3:55,57.2,28.22,33.05
11/9/2023 4:45,57.2,26.42,30.69
11/9/2023 5:30,57.2,28.22,33.05
11/9/2023 6:15,57.2,28.22,33.05
11/9/2023 7:00,55.4,28.2,35.27
11/9/2023 7:50,57.2,28.22,33.05
11/9/2023 8:35,62.6,26.46,25.32
11/9/2023 9:20,66.2,26.49,22.34
11/9/2023 10:05,69.8,24.76,18.32
11/9/2023 10:51,71.06,22.98,16.27
11/9/2023 11:40,73.4,21.24,13.93
11/9/2023 12:25,73.4,23.04,15.04
11/9/2023 13:10,75.2,21.27,13.12
11/9/2023 13:55,75.2,21.27,13.12
11/9/2023 14:45,78.8,21.36,11.65
11/9/2023 15:30,78.8,19.6,10.79
11/9/2023 16:15,78.8,21.36,11.65
11/9/2023 17:00,77,19.54,11.45
11/9/2023 17:50,73.4,19.45,12.9
11/9/2023 18:35,73.4,21.24,13.93
11/9/2023 19:20,71.6,23,15.98
11/9/2023 20:05,71.6,19.42,13.71
11/9/2023 20:51,71.06,19.06,13.75
11/9/2023 21:40,68,17.58,14.35
11/9/2023 22:25,66.2,17.53,15.26
11/9/2023 23:10,68,15.8,13.27
11/9/2023 23:55,60.8,21.06,21.52
11/10/2023 0:45,59,21.02,22.94
11/10/2023 1:30,59,17.44,19.66
11/10/2023 2:15,59,17.44,19.66
11/10/2023 3:00,57.2,15.64,19.4
11/10/2023 3:50,57.2,17.42,20.97
11/10/2023 4:35,57.2,17.42,20.97
11/10/2023 5:20,57.2,17.42,20.97
11/10/2023 6:05,57.2,17.42,20.97
11/10/2023 6:51,55.04,17.76,23.03
11/10/2023 7:40,57.2,19.22,22.66
11/10/2023 8:25,59,21.02,22.94
11/10/2023 9:10,60.8,21.06,21.52
11/10/2023 9:55,66.2,19.33,16.49
11/10/2023 10:45,69.8,19.4,14.58
11/10/2023 11:30,71.6,15.87,11.74
11/10/2023 12:15,71.6,17.64,12.69
11/10/2023 13:00,73.4,19.45,12.9
11/10/2023 13:50,77,21.33,12.36
11/10/2023 14:35,75.2,21.27,13.12
11/10/2023 15:20,78.8,19.6,10.79
11/10/2023 16:05,77,19.54,11.45
11/10/2023 16:51,75.02,17.19,11.05
11/10/2023 17:40,73.4,17.67,11.94
11/10/2023 18:25,71.6,19.42,13.71
11/10/2023 19:10,69.8,21.18,15.74
11/10/2023 19:55,69.8,21.18,15.74
11/10/2023 20:45,69.8,21.18,15.74
11/10/2023 21:30,64.4,21.09,18.96
11/10/2023 22:15,64.4,21.09,18.96
11/10/2023 23:00,62.6,22.86,21.79
11/10/2023 23:50,62.6,19.27,18.7
11/11/2023 0:35,62.6,19.27,18.7
11/11/2023 1:20,59,21.02,22.94
11/11/2023 2:05,60.8,19.26,19.93
11/11/2023 2:51,59,24.8,26.9
11/11/2023 3:40,57.2,24.62,28.48
11/11/2023 4:25,57.2,24.62,28.48
11/11/2023 5:10,57.2,24.62,28.48
11/11/2023 5:55,55.4,24.6,30.39
11/11/2023 6:45,55.4,28.2,35.27
11/11/2023 7:30,55.4,26.4,32.75
11/11/2023 8:15,60.8,30.04,31.28
11/11/2023 9:00,66.2,33.67,29.94
11/11/2023 9:50,71.6,37.35,28.72
11/11/2023 10:35,73.4,37.36,27.03
11/11/2023 11:20,73.4,37.36,27.03
11/11/2023 12:05,75.2,37.38,25.45
11/11/2023 12:51,77,35.98,22.65
11/11/2023 13:40,78.8,35.65,21.04
11/11/2023 14:25,80.6,32.11,17.18
11/11/2023 15:10,80.6,30.33,15.97
11/11/2023 15:55,78.8,28.51,15.74
11/11/2023 16:45,78.8,30.29,16.94
11/11/2023 17:30,78.8,30.29,16.94
11/11/2023 18:15,75.2,30.22,19.08
11/11/2023 19:00,73.4,30.18,20.26
11/11/2023 19:50,71.6,31.96,23.16
11/11/2023 20:35,71.6,31.96,23.16
11/11/2023 21:20,69.8,31.93,24.61
11/11/2023 22:05,66.2,33.67,29.94
11/11/2023 22:51,66.02,33.87,30.35
11/11/2023 23:40,64.4,35.47,34.25
11/12/2023 0:25,64.4,31.87,29.65
11/12/2023 1:10,60.8,35.46,38.87
11/12/2023 1:55,68,28.31,22.61
11/12/2023 2:45,66.2,30.09,25.89
11/12/2023 3:30,66.2,30.09,25.89
11/12/2023 4:15,64.4,30.06,27.56
11/12/2023 5:00,62.6,28.26,27.28
11/12/2023 5:50,62.6,30.06,29.36
11/12/2023 6:35,64.4,31.87,29.65
11/12/2023 7:20,64.4,33.67,31.88
11/12/2023 8:05,66.2,35.49,32.17
11/12/2023 8:51,71.06,35.01,26.66
11/12/2023 9:40,73.4,35.56,25.17
11/12/2023 10:25,75.2,35.6,23.7
11/12/2023 11:10,77,35.64,22.33
11/12/2023 11:55,78.8,35.65,21.04
11/12/2023 12:45,80.6,33.91,18.47
11/12/2023 13:30,80.6,33.91,18.47
11/12/2023 14:15,82.4,33.94,17.42
11/12/2023 15:00,82.4,32.14,16.2
11/12/2023 15:50,82.4,30.36,15.06
11/12/2023 16:35,82.4,30.36,15.06
11/12/2023 17:20,80.6,30.33,15.97
11/12/2023 18:05,80.6,30.33,15.97
11/12/2023 18:51,78.08,32.05,18.65
11/12/2023 19:40,73.4,31.98,21.79
11/12/2023 20:25,71.6,30.16,21.53
11/12/2023 21:10,71.6,30.16,21.53
11/12/2023 21:55,69.8,30.13,22.88
11/12/2023 22:45,68,33.71,28.14
11/12/2023 23:30,66.2,33.67,29.94
11/13/2023 0:15,66.2,33.67,29.94
11/13/2023 1:00,64.4,33.67,31.88
11/13/2023 1:50,64.4,35.47,34.25
11/13/2023 2:35,66.2,35.49,32.17
11/13/2023 3:20,64.4,35.47,34.25
11/13/2023 4:05,62.6,35.46,36.47
11/13/2023 4:51,64.94,38.89,38.45
11/13/2023 5:40,64.4,39.07,39.46
11/13/2023 6:25,66.2,39.09,37.07
11/13/2023 7:10,66.2,39.09,37.07
11/13/2023 7:55,68,39.11,34.84
11/13/2023 8:45,71.6,40.95,33.05
11/13/2023 9:30,75.2,42.78,31.39
11/13/2023 10:15,78.8,41.04,26
11/13/2023 11:00,80.6,41.07,24.52
11/13/2023 11:50,84.2,42.93,23.4
11/13/2023 12:35,87.8,41.2,19.46
11/13/2023 13:20,87.8,39.43,18.15
11/13/2023 14:05,87.8,39.43,18.15
11/13/2023 14:51,87.08,39.24,18.44
11/13/2023 15:40,87.8,37.63,16.91
11/13/2023 16:25,86,37.6,17.91
11/13/2023 17:10,84.2,35.76,17.66
11/13/2023 17:55,82.4,37.53,20.1
11/13/2023 18:45,80.6,39.27,22.86
11/13/2023 19:30,78.8,37.44,22.59
11/13/2023 20:15,78.8,37.44,22.59
11/13/2023 21:00,77,37.42,23.97
11/13/2023 21:50,77,37.42,23.97
11/13/2023 22:35,75.2,39.18,27.31
11/13/2023 23:20,73.4,39.16,29
11/14/2023 0:05,73.4,39.16,29
11/14/2023 0:51,71.96,39.87,31.31
11/14/2023 1:40,71.6,40.95,33.05
11/14/2023 2:25,71.6,42.73,35.42
11/14/2023 3:10,71.6,42.73,35.42
11/14/2023 3:55,71.6,42.73,35.42
11/14/2023 4:45,71.6,44.55,37.95
11/14/2023 5:30,69.8,44.53,40.34
11/14/2023 6:15,69.8,42.73,37.66
11/14/2023 7:00,69.8,44.53,40.34
11/14/2023 7:50,69.8,44.53,40.34
11/14/2023 8:35,71.6,44.55,37.95
11/14/2023 9:20,75.2,44.58,33.63
11/14/2023 10:05,78.8,44.62,29.86
11/14/2023 10:51,80.96,44.11,27.26
11/14/2023 11:40,82.4,44.69,26.56
11/14/2023 12:25,84.2,44.71,25.06
11/14/2023 13:10,84.2,44.71,25.06
11/14/2023 13:55,89.6,43.03,19.71
11/14/2023 14:45,87.8,43,20.86
11/14/2023 15:30,86,42.96,22.09
11/14/2023 16:15,86,42.96,22.09
11/14/2023 17:00,84.2,42.93,23.4
11/14/2023 17:50,84.2,42.93,23.4
11/14/2023 18:35,82.4,42.89,24.79
11/14/2023 19:20,80.6,42.85,26.28
11/14/2023 20:05,78.8,44.62,29.86
11/14/2023 20:51,78.08,43,28.74
11/14/2023 21:40,75.2,42.78,31.39
11/14/2023 22:25,75.2,42.78,31.39
11/14/2023 23:10,73.4,42.76,33.34
11/14/2023 23:55,71.6,42.73,35.42
11/15/2023 0:45,69.8,42.73,37.66
11/15/2023 1:30,71.6,42.73,35.42
11/15/2023 2:15,69.8,42.73,37.66
11/15/2023 3:00,69.8,42.73,37.66
11/15/2023 3:50,66.2,44.51,45.65
11/15/2023 4:35,69.8,42.73,37.66
11/15/2023 5:20,69.8,42.73,37.66
11/15/2023 6:05,69.8,42.73,37.66
11/15/2023 6:51,69.98,42.91,37.69
11/15/2023 7:40,69.8,44.53,40.34
11/15/2023 8:25,71.6,44.55,37.95
11/15/2023 9:10,75.2,44.58,33.63
11/15/2023 9:53,78.08,44.08,29.95
11/15/2023 10:40,78.8,44.62,29.86
11/15/2023 11:25,80.6,44.65,28.15
11/15/2023 12:10,82.4,44.69,26.56
11/15/2023 12:55,84.2,44.71,25.06
11/15/2023 13:45,86,44.74,23.66
11/15/2023 14:30,86,44.74,23.66
11/15/2023 15:15,87.8,44.8,22.35
11/15/2023 16:00,84.2,42.93,23.4
11/15/2023 16:50,84.2,42.93,23.4
11/15/2023 17:35,84.2,42.93,23.4
11/15/2023 18:20,82.4,42.89,24.79
11/15/2023 19:05,82.4,44.69,26.56
11/15/2023 19:51,80.06,45,29.05
11/15/2023 20:40,78.8,44.62,29.86
11/15/2023 21:25,78.8,44.62,29.86
11/15/2023 22:10,75.2,44.58,33.63
11/15/2023 22:55,78.8,44.62,29.86
11/15/2023 23:45,75.2,42.78,31.39
11/16/2023 0:30,75.2,39.18,27.31
11/16/2023 1:15,73.4,39.16,29
11/16/2023 2:00,69.8,46.33,43.19
11/16/2023 2:50,68,53.55,60.03
11/16/2023 3:35,66.2,51.73,59.79
11/16/2023 4:20,66.2,51.73,59.79
11/16/2023 5:05,66.2,55.35,68.2
11/16/2023 5:51,66.02,53.91,65.12
11/16/2023 6:40,66.2,55.35,68.2
11/16/2023 7:25,66.2,55.35,68.2
11/16/2023 8:10,68,51.73,56.19
11/16/2023 8:55,69.8,51.73,52.83
11/16/2023 9:45,71.6,51.75,49.7
11/16/2023 10:30,73.4,51.76,46.78
11/16/2023 11:15,73.4,51.76,46.78
11/16/2023 12:00,75.2,49.98,41.21
11/16/2023 12:50,77,48.2,36.3
11/16/2023 13:30,78.8,48.22,34.21
11/16/2023 14:15,78.8,50.02,36.59
11/16/2023 15:00,78.8,46.42,31.97
11/16/2023 15:50,78.8,48.22,34.21
11/16/2023 16:35,78.8,46.42,31.97
11/16/2023 17:20,75.2,44.58,33.63
11/16/2023 18:05,71.6,57.16,60.51
11/16/2023 18:51,69.98,58.96,68.19
11/16/2023 19:40,69.8,55.35,60.27
11/16/2023 20:25,68,58.96,72.97
11/16/2023 21:10,66.2,58.96,77.64
11/16/2023 21:55,64.4,58.96,82.65
11/16/2023 22:45,64.4,58.96,82.65
11/16/2023 23:30,64.4,60.78,88.11
11/17/2023 0:15,64.4,58.96,82.65
11/17/2023 1:00,64.4,60.78,88.11
11/17/2023 1:50,64.4,58.96,82.65
11/17/2023 2:35,62.6,58.98,88.02
11/17/2023 3:20,62.6,58.98,88.02
11/17/2023 4:05,62.6,58.98,88.02
11/17/2023 4:51,62.06,58.98,89.71
11/17/2023 5:40,62.6,60.78,93.84
11/17/2023 6:25,64.4,60.78,88.11
11/17/2023 7:10,64.4,58.96,82.65
11/17/2023 7:55,64.4,58.96,82.65
11/17/2023 8:45,66.2,58.96,77.64
11/17/2023 9:30,69.8,58.96,68.61
11/17/2023 10:15,71.6,57.16,60.51
11/17/2023 11:00,73.4,57.16,56.95
11/17/2023 11:50,75.2,57.18,53.62
11/17/2023 12:35,78.8,57.2,47.61
11/17/2023 13:15,78.8,57.2,47.61
11/17/2023 14:00,80.6,57.22,44.89
11/17/2023 14:50,80.6,57.22,44.89
11/17/2023 15:35,80.6,53.64,39.39
11/17/2023 16:20,80.6,55.42,42.06
11/17/2023 17:05,78.8,55.4,44.61
11/17/2023 17:51,78.08,55.04,45.08
11/17/2023 18:40,75.2,55.38,50.25
11/17/2023 19:25,75.2,55.38,50.25
11/17/2023 20:10,73.4,55.36,53.36
11/17/2023 20:55,73.4,55.36,53.36
11/17/2023 21:45,71.6,55.36,56.7
11/17/2023 22:30,71.6,55.36,56.7
11/17/2023 23:15,69.8,55.35,60.27
11/18/2023 0:00,69.8,53.55,56.44
11/18/2023 0:50,68,53.55,60.03
11/18/2023 1:35,68,53.55,60.03
11/18/2023 2:20,68,53.55,60.03
11/18/2023 3:05,68,51.73,56.19
11/18/2023 3:51,64.94,58.96,81.11
11/18/2023 4:40,64.4,60.78,88.11
11/18/2023 5:25,64.4,60.78,88.11
11/18/2023 6:10,64.4,58.96,82.65
11/18/2023 6:55,64.4,58.96,82.65
11/18/2023 7:45,64.4,58.96,82.65
11/18/2023 8:25,62.6,57.16,82.52
11/18/2023 9:10,64.4,57.16,77.48
11/18/2023 9:50,64.4,60.78,88.11
11/18/2023 10:35,66.2,62.58,88.2
11/18/2023 11:20,66.2,60.76,82.77
11/18/2023 12:05,69.8,58.96,68.61
11/18/2023 12:51,71.06,55.89,58.88
11/18/2023 13:40,73.4,58.96,60.75
11/18/2023 14:25,73.4,57.16,56.95
11/18/2023 15:10,73.4,57.16,56.95
11/18/2023 15:55,75.2,57.18,53.62
11/18/2023 16:45,73.4,57.16,56.95
11/18/2023 17:30,73.4,57.16,56.95
11/18/2023 18:15,71.6,55.36,56.7
11/18/2023 19:00,71.6,55.36,56.7
11/18/2023 19:50,69.8,57.15,64.32
11/18/2023 20:35,69.8,57.15,64.32
11/18/2023 21:20,68,57.15,68.41
11/18/2023 22:05,68,57.15,68.41
11/18/2023 22:51,66.92,56.97,70.54
11/18/2023 23:40,66.2,57.15,72.78
11/19/2023 0:25,64.4,57.16,77.48
11/19/2023 1:10,64.4,57.16,77.48
11/19/2023 1:55,62.6,57.16,82.52
11/19/2023 2:45,62.6,57.16,82.52
11/19/2023 3:30,62.6,57.16,82.52
11/19/2023 4:15,62.6,57.16,82.52
11/19/2023 5:00,60.8,55.36,82.4
11/19/2023 5:50,60.8,55.36,82.4
11/19/2023 6:35,59,53.56,82.27
11/19/2023 7:20,57.2,51.75,82.14
11/19/2023 8:05,59,51.75,77.01
11/19/2023 8:51,62.06,51.01,67.27
11/19/2023 9:40,64.4,51.73,63.64
11/19/2023 10:25,64.4,51.73,63.64
11/19/2023 11:10,68,51.73,56.19
11/19/2023 11:55,69.8,49.93,49.43
11/19/2023 12:45,69.8,48.13,46.22
11/19/2023 13:30,73.4,46.36,38.24
11/19/2023 14:15,73.4,44.56,35.72
11/19/2023 15:00,73.4,44.56,35.72
11/19/2023 15:50,73.4,37.36,27.03
11/19/2023 16:35,73.4,37.36,27.03
11/19/2023 17:20,71.6,37.35,28.72
11/19/2023 18:05,69.8,37.33,30.53
11/19/2023 18:51,69.08,36.95,30.84
11/19/2023 19:40,68,37.29,32.46
11/19/2023 20:25,66.2,33.67,29.94
11/19/2023 21:10,66.2,30.09,25.89
11/19/2023 21:55,66.2,26.49,22.34
11/19/2023 22:45,66.2,24.71,20.73
11/19/2023 23:30,62.6,26.46,25.32
11/20/2023 0:15,60.8,28.24,29.06
11/20/2023 1:00,60.8,28.24,29.06
11/20/2023 1:50,57.2,30.02,35.58
11/20/2023 2:35,59,28.22,30.99
11/20/2023 3:20,57.2,28.22,33.05
11/20/2023 4:05,57.2,30.02,35.58
11/20/2023 4:51,57.92,28.76,32.93
11/20/2023 5:40,57.2,30.02,35.58
11/20/2023 6:25,55.4,30.02,37.97
